family,regime,group,n,label,mean,ci_lo,ci_hi,seeds
replay,beta025_random,all shapes pooled,1000000,midian_wo_audit,0.75495,0.7521331666666667,0.7576506666666668,100
replay,beta025_random,all shapes pooled,10,midian_wo_audit,0.443237,0.4362522,0.4503655583333333,1000
replay,beta025_random,all shapes pooled,10000,midian_wo_audit,0.749319,0.7484469666666667,0.7502098916666666,1000
replay,beta025_random,all shapes pooled,100,midian_wo_audit,0.6861176666666667,0.6847869333333334,0.6874788583333333,1000
replay,beta025_random,all shapes pooled,100000,midian_wo_audit,0.7530083333333334,0.7510732916666666,0.7550116666666667,200
replay,beta025_random,all shapes pooled,1000,midian_wo_audit_r5,0.7261776666666668,0.7249605833333332,0.7273830333333333,1000
replay,beta025_random,all shapes pooled,1000000,midian_wo_audit_r5,0.7531933333333334,0.7502898333333331,0.7560335,100
replay,beta025_random,all shapes pooled,10,midian_wo_audit_r5,0.4399073333333333,0.4327757,0.4470568,1000
replay,beta025_random,all shapes pooled,10000,midian_wo_audit_r5,0.7439773333333333,0.7431001833333334,0.74487075,1000
replay,beta025_random,all shapes pooled,100,midian_wo_audit_r5,0.6769489999999999,0.6750986499999999,0.6787147000000001,1000
replay,beta025_random,all shapes pooled,100000,midian_wo_audit_r5,0.7457433333333334,0.74373475,0.7477737083333333,200
replay,beta025_random,all shapes pooled,1000,midian_wo_defenses,0.6935293333333334,0.6925905166666667,0.6944733750000001,1000
replay,beta025_random,all shapes pooled,1000000,midian_wo_defenses,0.6939766666666666,0.6912025833333334,0.696776916666667,100
replay,beta025_random,all shapes pooled,10,midian_wo_defenses,0.4446383333333333,0.4376518333333333,0.451797725,1000
replay,beta025_random,all shapes pooled,10000,midian_wo_defenses,0.6955169999999999,0.6945017333333334,0.6964783833333333,1000
replay,beta025_random,all shapes pooled,100,midian_wo_defenses,0.6624903333333333,0.6612172,0.6637510333333333,1000
replay,beta025_random,all shapes pooled,100000,midian_wo_defenses,0.6963783333333333,0.6942180833333333,0.6985917500000002,200
replay,beta025_random,all shapes pooled,1000,midian_wo_verify,0.7041436666666667,0.7032206666666666,0.70508335,1000
replay,beta025_random,all shapes pooled,1000000,midian_wo_verify,0.70364,0.7007364166666668,0.7065243333333333,100
replay,beta025_random,all shapes pooled,10,midian_wo_verify,0.4547103333333334,0.4476028666666667,0.4619000583333333,1000
replay,beta025_random,all shapes pooled,10000,midian_wo_verify,0.7057836666666666,0.7047676166666667,0.7067376750000001,1000
replay,beta025_random,all shapes pooled,100,midian_wo_verify,0.6828099999999999,0.6817216499999998,0.6839854666666667,1000
replay,beta025_random,all shapes pooled,100000,midian_wo_verify,0.7070033333333333,0.7051432083333332,0.70899,200
